hostname,pl_name,pl_orbsmax,sy_pnum
"Kepler-184","Kepler-184 d",0.1790000000,3
"Kepler-104","Kepler-104 d",0.2570000000,3
"K2-72","K2-72 d",0.0500000000,4
"Kepler-11","Kepler-11 g",0.4660000000,6
"Kepler-402","Kepler-402 b",0.0510000000,4
"Kepler-372","Kepler-372 d",0.2010000000,3
"Kepler-1073","Kepler-1073 b",0.0805000000,3
"Kepler-84","Kepler-84 b",0.0827000000,5
"KOI-351","KOI-351 e",0.4200000000,8
"Kepler-154","Kepler-154 f",0.0883200000,5
"K2-138","K2-138 f",0.1044700000,6
"Kepler-18","Kepler-18 c",0.0752000000,3
"Kepler-221","Kepler-221 c",0.0590000000,4
"Kepler-27","Kepler-27 d",0.0657800000,3
"TOI-270","TOI-270 c",0.0452600000,3
"HD 3167","HD 3167 e",0.3885000000,4
"Kepler-616","Kepler-616 c",0.4024000000,3
"Kepler-305","Kepler-305 b",0.0574600000,4
"Kepler-257","Kepler-257 c",0.0660000000,3
"HD 160691","HD 160691 c",4.1700000000,4
"Kepler-1073","Kepler-1073 c",0.0483000000,3
"Kepler-351","Kepler-351 b",0.2140000000,3
"GJ 357","GJ 357 b",0.0360000000,3
"LHS 1903","LHS 1903 d",0.0860400000,4
"Kepler-401","Kepler-401 b",0.1220000000,3
"Kepler-37","Kepler-37 e",0.2500000000,4
"HD 10180","HD 10180 c",0.0641200000,6
"Kepler-82","Kepler-82 b",0.1683000000,5
"Kepler-446","Kepler-446 c",0.0283000000,3
"Kepler-138","Kepler-138 e",0.1803000000,4
"TOI-5789","TOI-5789 c",0.1009000000,4
"GJ 9827","GJ 9827 c",0.0395000000,3
"Kepler-139","Kepler-139 d",0.0755533961,5
"Kepler-33","Kepler-33 b",0.0677000000,5
"K2-72","K2-72 e",0.1060000000,4
"Kepler-226","Kepler-226 d",0.0760000000,3
"Kepler-327","Kepler-327 b",0.0290000000,3
"HIP 41378","HIP 41378 c",0.2093000000,6
"Kepler-334","Kepler-334 c",0.1070000000,3
"Kepler-194","Kepler-194 d",0.2750000000,3
"Kepler-272","Kepler-272 c",0.0610000000,3
"Kepler-92","Kepler-92 d",0.2868200000,3
"GJ 1061","GJ 1061 b",0.0210000000,3
"Kepler-102","Kepler-102 b",0.0552100000,5
"Kepler-68","Kepler-68 b",0.0613500000,4
"Kepler-53","Kepler-53 c",0.2209100000,3
"Kepler-352","Kepler-352 b",0.0850000000,3
"TOI-178","TOI-178 f",0.1039000000,6
"K2-72","K2-72 b",0.0400000000,4
"Kepler-20","Kepler-20 e",0.0637000000,6
"L 98-59","L 98-59 f",0.1052000000,5
"Kepler-92","Kepler-92 b",0.1223200000,3
"Kepler-46","Kepler-46 b",0.1968000000,3
"Kepler-251","Kepler-251 e",0.4040000000,4
"Kepler-196","Kepler-196 d",0.4545000000,3
"Kepler-549","Kepler-549 d",0.1575000000,3
"Kepler-235","Kepler-235 e",0.2130000000,4
"HD 40307","HD 40307 c",0.0799000000,5
"TOI-5789","TOI-5789 e",0.2901000000,4
"Kepler-84","Kepler-84 f",0.2500000000,5
"Kepler-186","Kepler-186 c",0.0451000000,5
"Kepler-339","Kepler-339 b",0.0550000000,3
"TOI-125","TOI-125 b",0.0518600000,3
"Kepler-224","Kepler-224 c",0.0580000000,4
"Kepler-197","Kepler-197 b",0.0600000000,4
"Kepler-219","Kepler-219 b",0.0570000000,3
"Kepler-297","Kepler-297 c",0.3360000000,3
"HD 10180","HD 10180 h",3.3810000000,6
